'      號
xcsf          沉痾難起
xcso     泥古
xcsp        泡麵
xcsx     渡
xcsy           泥灰
xct            濂
xct.            混紡
xctb  泡幻
xcu      瀘
xcu   濂
xcu 水痘
xcu1  港警
xcuc       池苑
xcuf     泥塑
xcui           泡菜
xcui           泡茶
xcuo  灑落
xcut   濂
xcv         澞
xcw        沌
xcw       治療學
xcww          灑出
xcx 波
xcx       渡
xcx           漮
xcx          水廠
xcx      汽水
xcx       池水
xcx      混水
xcx   淹水
xcx        洞庭湖
xcx            治療法
xcx.     灑淚
xcx.      港海
xcx/       泡湯
xcx/           泥沙
xcx//          婆
xcx//  碆
xcx1         淹滯
xcx;         混濁
xcxb     港灣
xcxb    泥污
xcxc  汽泡
xcxc            灑灑
xcxc 泡泡
xcxc     混混
xcxi   泡沫
xcxi  滬深
xcxj         混淆
xcxj         泥濘
xcxj       泥滑
xcxl 婆
xcxo  泥沼
xcxo         池沼
xcxq            碆
xcxr     滬江
xcxs        汽油
xcxs            泥淖
xcxu 氾濫
xcxu 混淪
xcxv 港澳
xcxw        混沌
xcxx         淹沒
xcxx   清塵濁水
xcy    瀌
xcy         添麻煩
xcz    濾
xczu            淹恤
xd  汨
xd        沓
xd        汩
xd,           潛力
xd.            淂
xd.    溡
xd.            璗
xd.0            潛艇
xd.o          泊船
xd.o        漕船
xd.q        潛航
xd/            湯
xd/    清明節
xd/       測量系
xd1e  溪昆一街
xd1e     逢甲一街
xd2     湦
xd2e          湦
xd2e 溪昆二街
xd2e    逢甲二街
xd2m   流星掣電
xd3e           逢甲三街
xd4       漫
xd4x   漫
xd5          洩
xd5     水晶球
xd6      沒時間
xd6     洗照片
xd8           灝
xd8       灦
xd8f   漕糧
xd9          湜
xd9   又是
xd9     清明路
xd9          逢甲路
xd9  港明路
xd9        澄明路
xd9x7      清明上河圖
xd;  湡
xd;c       潛能
xda  潛入
xda    測量儀
xda      涵數館
xda.     潛伏
xda/     潛修
xdb   渴
xdbl   渴
xdc            混
xdc            清晰度
xdcc  混
xdd 淐
xdd       水晶
xdd.     潛晦
xde      泹
xde    湦
xde  水星
xde  海晏街
xde  淵明街
xde  漢昌街
xde  澄明街
xde   澄照街
xde  鴻昌街
xde.         淂
xde.      璗
xde//   湯
xde//         盪
xde//     燙
xde//        淏
xde//      湜
xde1   涆
xde9          湜
xdej    潛行
xdes       涆
xdeu  盪
xdev            淏
xdey     燙
xdez       潛德
xdf      浬
xdf            涅
xdf       滭
xdf            水里
xdf.     溡
xdf     水量
xdfj          流星趕月
xdg   泡果誓
xdgq      漕挽
xdh     湯
xdh          盪
xdh       燙
xdh  海明威
xdh0          潛近
xdh4e  波里尼西亞
xdh4e   波里尼西亞人
xdhm   淺顯不過
xdho            潛居
xdhx          冬暖夏涼
xdi      淉
xdi        水果
xdk           灝
xdk    澋
xdk       漢景帝
xdk8 灝
xdkt         澋
xdkto          港明高級中學
xdkx           潛龍
xdl          渴
xdl      漊
xdm           溫
xdm  湡
xdm  盪
xdm    水晶體
xdm     水晶宮
xdm   流星雨
xdm0      漕運
xdm;          湡
xdmk     液晶電視
xdmu          溫
xdo     漊
xdol           漊
xdow 港明中學
xdow      海星中學
xdq            滉
xdq0       潛逃
xdr       涅
xdro       潛匿
xdrv/ 測量工程系
xdrvw       測量工程學系
xds    瀑
xds      涆
xdsf   潛在
xdsx           瀑
xdt  濕
xdt          滉
xdt     灦
xdt 澋
xdt        水里鄉
xdt8 灦
xdtq 滉
xdty           濕
xdu   溫
xdu     盪
xdu 滭
xdu5            潛藏
xduf    滭
xdv            淏
xdvd   沃野千里
xdvu   深明大義
xdvw  逢甲大學
xdw  測量學
xdw           測量出
xdww    潛出
xdx           漫
xdx     瀑
xdx       潛水
xdx         澗水
xdx       水果汁
xdxd   汨汨
xdxi     漕渠
xdxx    漕渡
xdxx 汩沒
xdxx         海晏河清
xdy  濕
xdy           燙
xdz        潛心
xdz   流暢性
xe          渣
xe,          瀦
xe,.        涿
xe.    漙
xe.    又一次
xe.   澳亞航
xe/            法律系
xe/   波形符
xe0    又遭
xe0e      泛亞銀行
xe1          泙
xe1 滆
xe1           沔
xe1   水平
xe1a   漫天討價
xe1b 沔
xe2        浯
xe2 澓
xe21         酒後失言
xe2;            酒後失態
xe2o     浯
xe2x            澓
xe5        淺
xe5            淢
xe55     淺
xe6a      漫天開價
xe7         漕
xe7    湢
xe7    流行曲
xe7    法律界
xe7aa    法律界人仕
xe7d           漕
xe8  濔
xe8h    油頭粉面
xe8x 濔
xe9 漇
xe9 漎
xe9       漹
xe9          又從
xe9        水下
xe9       汕頭路
xe9          治平路
xe9  海平路
xe9      溪頭路
xe9   滇元路
xe9       滿平路
xe99   漇
xe9y            漹
xe;    沄
xe;       瀜
xe;      溍
xe;   洷
xe;     又可以
xe;          又可能
xe;  又未能
xe;  又再以
xe;      沒可能
xe;d            溍
xe;f     洷
xea          漎
xea           法律化
xea          活死人
xea        灘頭堡
xea9   漎
xeac           沉得住氣
xeac     沈得住氣
xeaf        海事仲栽
xeau           港式飲茶
xeb           污
xeb   沔
xeb 流下了
xeb 沒事了
xebg    渣子
xec       灑
xec          沅
xec       沌
xec      流行病
xec         滿天飛
xecac            希爾頓飯店
xect            深惡痛絕
xecva     希爾頓大飯店
xed         漕
xed         溍
xed  潓
xed     洹
xed.   漙
xed.            滿天星斗
xed   浭
xed            滿天星
xede          洹
xedx   浭
xedz       潓
xee      淺
xee  污
xee      沅
xee  洐
xee  沄
xee         洹
xee    沶
xee 滿天下
xee        流行歌
xee5      清平街
xee6   澄平街
xee7           流行歌曲
xee8       汕頭街
xee;      沄
xeeb       污
xeeb          法律事務
xeebh           法律事務所
xeej       洐
xeeq   沅
xeet          沶
xeevw            海事專科學校
xef   湃
xef 溼
xef           洷
xef 又再
xef    活下去
xef            混下去
xef            江丙坤
xefa       法律責任
xefd       滿街都是
xefk     沮喪
xefwe  活到老學到老
xeg  汙
xeg     盓
xegu 盓
xeh      沅
xeh            水平面
xeh            海平面
xeh6         法律顧問
xehna          法律不外人情
xehu          滯後不前
xei      沬
xei      沫
xei   又未
xei   沒下梢
xej          河
xej        汀
xej         潃
xej     滒
xej      洐
xej    又可
xej   水街
xej           沒頭腦
xek    沒下文
xek          汕頭市
xek       漢武帝
xekf     洞天福地
xekto         治平高級中學
xel            淒
xel 涇
xelr 涇
xem        灑
xem     汀
xem         清德宗
xemc         灑
xemx     滿頭霧水
xen    洌
xen       沍
xen         沙丁魚
xen          清一色
xenn    洌
xeo          河
xeo            滒
xeo       浢
xeo  瀜
xeo           湢
xeo          淢
xeo     浯
xeo         滆
xeo5     淢
xeo7         湢
xeo;            瀜
xeoj    河
xeoj         滒
xeoo   法式咖啡
xeos1     酒後吐真言
xeou           浢
xeow            治平中學
xep         洗頭髮
xepd          各行其是
xepe 各行其事
xepf    灘頭陣地
xeph   各得其所
xeq 沅
xeq       沖天砲
xer 淒
xer           涇
xerl         淒
xes       汗
xes  沒事幹
xes7     清平世界
xet    溼
xet      沶
xet    水平線
xet          海平線
xetf      溼
xeu      泙
xeu            汫
xeu 汧
xeu        盓
xeu           浢
xeu   水井
xeu            溫哥華
xeu1   泙
xeuk   深更半夜
xev          波哥大
xev4         滔天大罪
xeva   法律大全
xevk           滔天大禍
xevw       海事大學
xevx          滿頭大汗
xew 沌
xew     法律學
xew/            法律學系
xex            浭
xex           澓
xex        濔
xex 泔水
xexh         水到渠成
xexh     沒頭沒尾
xexi    渲染
xexi        各式各樣
xexj        潃
xexj           沒頭沒腦
xexj 滑頭滑腦
xexj   滿頭滿臉
xexk           淚下沾襟
xexn     各形各色
xexs         渣滓
xexs      沮澤
xexu  各行各業
xexx 澶漫
xey            漹
xez 潓
xez            沒後悔
xez        流行性
xezhd      流行性感冒
xf        圣
xf     溝
xf   夆
xf  滶
xf,    水勢
xf,  水壕
xf,       潛勢力
xf,x    滶
xf.       濤
xf.          滶
xf.           澍
xf.i      涅槃
xf.o          灘船
xf.u            涅盤
xf/     澎
xf/u  灌籃
xf/x           湧泉
xf0           逢
xf05          洋鐵
xf0x          灌錄
xf1  汫
xf1        潛臺詞
xf11        各執一詞
xf1c  注記
xf1f     雒誦
xf1q         塗說
xf3        漬
xf3      注目
xf38        漬
xf3o    津貼
xf4      瀆
xf48     瀆
xf4l        津要
xf5     渽
xf5        瀻
xf5    水域
xf5      滾地球
xf5b            洋琴
xf5q     湧現
xf6      津門
xf6      湊熱鬧
xf66 潼關
xf6a  殺毒軟件
xf6k         洋裝
xf6n         灌輸
xf6x       灌漿
xf7     瀻
xf75  瀻
xf8            瀆
xf8           漬
xf8            淩
xf8        淕
xf8f   淕
xf8s    塗料
xf8s   灌醉
xf8x   淩
xf9            濯足
xf9  清壽路
xf9    港墘路
xf9e     湧上
xf9e         塗上
xf9e     灘上
xf9f       溝壑
xf;      法
xf;            溘
xf;           又都以
xf;u  溘
xfa            濇
xfa          注入
xfa         湧入
xfa  洋人
xfa0      湧進
xfa1          塗飾
xfa8    洋貨
xfac     洋化
xfac        逢場作戲
xfag     水土保持
xfag/   水土保持系
xfagw   水土保持學系
xfao  濇
xfas 洋傘
xfaw   逢場作興
xfb 濤
xfb      涍
xfb 洘
xfb       水煮蛋
xfb.           濤
xfb         滿載了
xfb0        溝通
xfb0            津通
xfbg           涍
xfc     沒志氣
xfc           波士頓
xfce    又考慮到
xfci     溝床
xfd            渚
xfe          洘
xfe 水壺
xfe   清教徒
xfe      浮士德
xfe  浦城街
xfe         深圳街
xfe  江都街
xfe            港壽街
xfe5          洋式
xfe8    灘頭
xfeb   洘
xfej 洋行
xfex        灌救
xff           澆
xff   窪
xff           洼
xff      淕
xff            灩
xff            灃
xff/      洋場
xffc      窪地
xffc       湧起
xffk    涯垠
xffp           灘聲
xffq  澆
xffu          灃
xfg 涍
xfgb      洋場才子
xfgi   塗抹
xfgr         滿地找牙
xfgs  塗掉
xfh.     洋房
xfhe           波士尼亞
xfhh          滿載而歸
xfhj            水土不服
xfi            灌木
xfil       洋樓
xfit         注標
xfj 清
xfj           水壩
xfj/  灌腸
xfjx   洋服
xfk  溒
xfk           水表
xfk           消毒劑
xfk2f 海埔新生地
xfkd     注音
xfkp         海青高職
xfkq      注視
xfktp          海青高級職業學校
xfkz          注意
xfm     瀆
xfm         瀫
xfm           海報體
xfm5         塗竄
xfm9      注定
xfme        殺聲震天
xfmx      濲
xfmx        瀔
xfmx       瀫
xfmz       深表同情
xfn     潔
xfn 淡青色
xfnt       潔
xfo            洁
xfo            濇
xfo        溒
xfo            渽
xfo          澍
xfo/ 澎
xfo 水塔
xfo5       渽
xfok          溒
xfp.  注射
xfp;      淮陰
xfpt       涯際
xfq         澆
xfq  湱
xfqm    滿城風雨
xfr  各地區
xfr   水老鴉
xfr9    消聲匿跡
xfrh       塗鴉
xfrk       海青工商
xfrx    塗改
xfs            涬
xfss   淮南
xfsy   洋灰
xft      潔
xft       溹
xft         浾
xft     深坑鄉
xftr     洋紅
xfu      溘
xfu           灃
xfu           灩
xfu          涬
xfu  消毒藥
xfu0       溝道
xfug     洋芋
xfui           洋菜
xfuo   洋菇
xfus          涬
xfux      消毒藥水
xfuz 洋蔥
xfuz        注慕
xfvf         注重
xfvoa        治喪委員會
xfwj       水遠山遙
xfws    涯岸
xfww        湧出
xfwy   塗炭
xfx    淩
xfx   滶
xfx    濲
xfx   瀔
xfx        瀫
xfx     淮水
xfx         灌水
xfx      消毒水
xfx5    湮滅
xfx5        津潤
xfx8        洋酒
xfx8      滿坑滿谷
xfxa       塗滿
xfxa           注滿
xfxc      溝池
xfxd     溝澗
xfxf 洋洋
xfxf        灌注
xfxf     灌灌
xfxf    津津
xfxf  濯濯
xfxf            塗塗
xfxf          湧湧
xfxi    溝渠
xfxj     淮河
xfxp           源遠流長
xfxq        灌溉
xfxq      洋流
xfxu          洋溢
xfxu  溝洫
xfxx           湮沒
xfxx     津渡
xfy      洋火
xfyf  洋煙
xfz 注心
xg       游
xg,  浮力
xg.8       游資
xg/d           浮白
xg0e          渣打銀行
xg1      浙
xg1  浮言
xg15         浮議
xg1o    浮詞
xg2e        浮生
xg3/  浮財
xg3o         浮貼
xg4o         浮點
xg5q   浮現
xg6         洗手間
xg6g            游擊
xg7o 浮圖
xg9  又提
xg9e  浮上
xg9i      浮躁
xg;h   淡掃蛾眉
xga   湁
xgao      湁
xgc  又把
xgc3     浮靡
xgcu      灑掃應對
xgd         染指甲
xgd      希拉里
xge           湃
xge      海拉爾
xge5           游弋
xgei     浮末
xgej       游衍
xgf    湃
xgf   游士
xgfc  浮起
xgfx  浮報
xgg 游手
xgg          沒把握
xgh     浙
xgh1  浙
xghc  浮屍
xghd    浮屠
xghg    淳厚
xghp            各擅所長
xghs 洗手不幹
xgio           浮橋
xgit     游標
xgit    浮標
xgiv            淳樸
xgjf         浮腫
xgjs        游辭
xgjs           浮辭
xgk        沒指望
xgkb    沒指望了
xgkf         游離
xgkx      浮文
xgl6      游手好閒
xglo     游嬉
xglx     浮收
xgm8  浮額
xgm;   浮雲
xgmf        浮雕
xgno         浮名
xgo        湁
xgo1      浮吊
xgq;         淳風
xgr3         各抒己見
xgtt   游絲
xgu           希拉蕊
xgu        漁撈業
xgu    希拉莉
xgu.            浮薄
xgu1    浮萍
xguf            浮華
xgv          法拉利
xgv,          游動
xgv,    浮動
xgv5        游程
xgvb         浮誇
xgvn    游移
xgvp         洗手奉職
xgw1    浮譽
xgwd       海誓山盟
xgwu       燙手山芋
xgww         浮出
xgx            汙水
xgx            沙拉油
xgx.   浮海
xgx5   浮淺
xgxg       浮游
xgxg       淳淳
xgxg          潺潺
xgxj   游河
xgxk         浮泛
xgxk           浮浪
xgxo       又打又罵
xgxq  浮沉
xgxu           浮濫
xgxx         游泳
xgxx     潺湲
xh            鴻
xh.   淚
xh.  溽
xh/       源
xh/     活頁簿
xh/c     鴻範
xh/e  沸反盈天
xh/m       滿面笑容
xh/t           源
xh/t       泌尿系統
xh/w            深居簡出
xh0 泒
xh1     沂
xh1            湄
xh1     溮
xh1            洏
xh1          灟
xh1       水師
xh13            湄
xh1;           灟
xh2h          鴻鵠
xh2o     淡而無味
xh3     湄
xh3   又不見
xh3e          又不見得
xh4            又不要
xh5     減
xh5    滅
xh6z            漠不關心
xh7  湎
xh7o   鴻圖
xh7p          湎
xh7z          鴻恩
xh8           水質
xh8           水兵
xh8.            鴻猷
xh8aa          酒不醉人人自醉，色不迷人人自迷
xh9    瀝
xh9   泝
xh9    又不
xh9        派不上
xh;    泒
xh;         灟
xh;     濿
xh;  又不能
xh;0      泒
xha          又不會
xha   又不像
xha1           鴻儒
xha1         決不食言
xha5     鴻儀
xhac    沉不住氣
xhac     沈不住氣
xhb 潺
xhb    活不了
xhb           沒面子
xhbg       潺
xhc        泥
xhc          滬
xhc  浘
xhc 治百病
xhcz            流感疫情
xhd   湹
xhd         潳
xhd      又不是
xhdf 湹
xhdh          活頁日曆
xhe            沂
xhe         漘
xhe          泝
xhe         渥
xhe        洉
xhe       垽
xhe          又不可
xhe   又不再
xhe           又不得
xhe 水成街
xhe       港盛街
xhe      溪尾街
xhe         漢威街
xhe.          溽
xhe1          沂
xhe9            泝
xhef            渥
xhef        垽
xhef           混不下去
xhef   活不下去
xhej        漘
xheo    洉
xhex    深不可測
xhf   涯
xhf      渥
xhf     潳
xhf        湹
xhf        垽
xhf      水壓
xhf  又不走
xhf 沙烏地
xhf         梁啟超
xhfd    潳
xhff            涯
xhfpg           沙烏地阿拉伯
xhfz           鴻志
xhg       潺
xhgx           海不揚波
xhh0     鴻爪
xhha      深感不值
xhhf    鴻雁
xhhm           潰不成軍
xhhy     冬扇夏爐
xhi        淭
xhi        海島棉
xhi1       各不相讓
xhi1      各不相謀
xhi6  漠不相關
xhj     漘
xhj            瀀
xhj          洗面乳
xhjx        瀀
xhk       派
xhk7       鴻福
xhko    鴻雁哀鳴
xhkx   鴻文
xhl     滬
xhl   又不好
xhm    漏
xhm 涮
xhm           洏
xhm     渜
xhm0        鴻運
xhm1    洏
xhma       決不寬貸
xhmn  涮
xhmv         渜
xhmx          瀨戶內海
xhn           涮
xho     減
xho  滬
xho 澼
xho        澸
xho       涺
xho   洉
xho           水居
xho5  減
xhoc       滬
xhos         澼
xhoz         澸
xhp  湎
xhp    水面
xhpf    鴻基
xhr            派
xhr    溮
xhr1    溮
xhrk        派
